semester,category,number,name,credit
1101,K,993120,生活藝術與科技,3.00
1101,K,993153,人工智慧與深度學習通論暨素養,3.00
1101,L,993001,運動與健康,2.00
1101,L,993022,城鄉生態,2.00
1101,L,993070,生命中的化學,2.00
1101,L,993093,癌症預防與治療,2.00
1101,L,993106,圖解生命原理,3.00
1101,L,993118,生物醫學導論,3.00
1101,L,993126,地方達人：新農業發展,1.00
1101,L,993129,運動傷害與急救,2.00
1101,L,993131,聯合國永續發展目標,2.00
1101,L,993002,急救醫學,2.00
1101,L,993054,醫藥與健康,2.00
1101,L,993086,輻射與環境,2.00
1101,L,993095,食品衛生與安全,2.00
1101,L,993108,國際保育事務與在地實踐,3.00
1101,L,993125,R立方創新實作：生態博物館,3.00
1101,L,993128,運動心理學,3.00
1101,L,993130,運動生理學(上),2.00
1101,L,993141,化學材料與生活應用,3.00
1101,M,984002,東南亞概論,2.00
1101,M,992106,東南亞社會文化,2.00
1101,M,994030,東南亞經濟及法律閱讀,3.00
1101,M,994062,東南亞教育名著選讀,2.00
1101,M,994098,東南亞街區探究與設計思考,3.00
1101,M,994101,酸甜苦辣的東南亞,3.00
1101,M,994103,馬來世界:愛情、婚姻與家庭,2.00
1101,M,994105,東南亞多元議題,2.00
1101,M,994009,東南亞史,3.00
1101,M,994045,東南亞影像與意象,3.00
1101,M,994096,東南亞宗教與社會,3.00
1101,M,994099,東南亞街區探究與遊戲設計,3.00
1101,M,994102,中南半島諸國的影像敘事,3.00
1101,M,994104,東南亞「小語種」的多元面貌:泰國、緬甸,2.00
1101,M,994106,東南亞的音樂文化與實作：甘美朗,3.00
1101,N,993062,全球環境變遷與永續發展,3.00
1101,N,994003,綠色能源,3.00
1101,N,994020,永續能源、資源暨碳管理,3.00
1101,N,994027,綠色工法,3.00
1101,N,994079,R立方創新實作-台灣生態島嶼的食農教育,3.00
1101,N,994001,攝影的生態關懷,3.00
1101,N,994012,生態保育與綠色地圖,2.00
1101,N,994024,生態產業與個案分析,3.00
1101,N,994074,社區環境教育實作,3.00
1101,O,994017,鄉村生態旅遊,3.00
1101,O,994068,在地企業的創新營運,2.00
1101,O,994076,地方達人：初探民宿經營實務,1.00
1101,O,994078,水圳與環境踏查,3.00
1101,O,994057,南投產業再設計,3.00
1101,O,994075,鄉鎮創新與永續發展,2.00
